name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,make,model,model_trim,engine_cc,power_bhp,mileage_value,mileage_unit,torque_nm,torque_rpm,owner_simple,car_age,bhp_per_litre,nm_per_litre,log_selling_price,log_km_driven,log_engine_cc,log_power_bhp,log_torque_nm,flag_outlier_selling_price,flag_outlier_km_driven,flag_outlier_engine_cc,flag_outlier_power_bhp,flag_outlier_torque_nm,car_cluster
Maruti Swift Dzire ZDI,2015,630000,147000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift Dzire,Swift Dzire ZDI,1248.0,74.0,26.59,kmpl,190.0,2000.0,Second,10,59.294871794871796,152.24358974358975,13.353476685668044,11.898194668458823,7.130098510125578,4.31748811353631,5.25227342804663,0,0,0,0,0,0
Ford Figo 1.2P Titanium MT,2017,600000,25000,Petrol,Individual,Manual,Third Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0,Ford,Figo 1.2P,Figo 1.2P Titanium MT,1196.0,86.8,18.16,kmpl,112.0,4000.0,Third+,8,72.5752508361204,93.64548494983278,13.304686600863562,10.12667110305036,7.087573705557973,4.475061500641071,4.727387818712341,0,0,0,0,0,2
Maruti Baleno Delta 1.2,2019,650000,30000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,Maruti,Baleno Delta,Baleno Delta 1.2,1197.0,83.1,21.4,kmpl,115.0,4000.0,First,6,69.4235588972431,96.0735171261487,13.384729180332174,10.308985993422082,7.088408778675395,4.432006566978902,4.7535901911063645,0,0,0,0,0,2
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2016,540000,40000,Diesel,Individual,Manual,First Owner,22.0 kmpl,1498 CC,108.495 bhp,250Nm@ 1500-3000rpm,5.0,Volkswagen,Ameo 1.5,Ameo 1.5 TDI Highline 16 Alloy,1498.0,108.495,22.0,kmpl,250.0,2250.0,First,9,72.42656875834446,166.88918558077435,13.199326270390594,10.596659732783579,7.312553498102598,4.695878886113554,5.5254529391317835,0,0,0,0,0,0
Honda City i DTEC VX,2015,630000,135000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,Honda,City i,City i DTEC VX,1498.0,98.6,25.1,kmpl,200.0,1750.0,First,10,65.82109479305741,133.5113484646195,13.353476685668044,11.813037464800539,7.312553498102598,4.601162164590552,5.303304908059076,0,0,0,0,0,0
Maruti Wagon R AMT VXI,2018,448000,30000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon R,Wagon R AMT VXI,998.0,67.0,20.51,kmpl,90.0,3500.0,First,7,67.13426853707415,90.18036072144288,13.012550743537489,10.308985993422082,6.906754778648554,4.219507705176107,4.51085950651685,0,0,0,0,0,2
Volkswagen Ameo 1.5 TDI Comfortline,2017,500000,80000,Diesel,Individual,Manual,First Owner,21.66 kmpl,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5.0,Volkswagen,Ameo 1.5,Ameo 1.5 TDI Comfortline,1498.0,108.62,21.66,kmpl,250.0,2250.0,First,8,72.51001335113484,166.88918558077435,13.122365377402328,11.289794413577894,7.312553498102598,4.697019839617971,5.5254529391317835,0,0,0,0,0,0
Maruti Vitara Brezza VDi,2016,745000,70000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Vitara Brezza,Vitara Brezza VDi,1248.0,88.5,24.3,kmpl,200.0,1750.0,First,9,70.91346153846153,160.25641025641025,13.521140839642674,11.156264806643742,7.130098510125578,4.4942386252808095,5.303304908059076,0,0,0,0,0,0
Maruti Vitara Brezza ZDi Plus AMT,2019,1025000,9850,Diesel,Individual,Automatic,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Vitara Brezza,Vitara Brezza ZDi Plus AMT,1248.0,88.5,24.3,kmpl,200.0,1750.0,First,6,70.91346153846153,160.25641025641025,13.840204146163925,9.19532825185568,7.130098510125578,4.4942386252808095,5.303304908059076,0,0,0,0,0,0
Hyundai i10 Magna,2011,235000,60000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,Hyundai,i10 Magna,i10 Magna,1197.0,78.9,20.36,kmpl,111.7,4000.0,Second,14,65.91478696741855,93.31662489557226,12.367345048436391,11.002116507732017,7.088408778675395,4.380775852772229,4.724729421045731,0,0,0,0,0,1
Maruti Swift VDI Deca,2016,630000,70000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift VDI,Swift VDI Deca,1248.0,74.0,25.2,kmpl,190.0,2000.0,First,9,59.294871794871796,152.24358974358975,13.353476685668044,11.156264806643742,7.130098510125578,4.31748811353631,5.25227342804663,0,0,0,0,0,0
Toyota Fortuner 4x4 MT,2015,1700000,78000,Diesel,Individual,Manual,Second Owner,12.55 kmpl,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7.0,Toyota,Fortuner 4x4,Fortuner 4x4 MT,2967.0,168.5,12.55,kmpl,343.0,2400.0,Second,10,56.791371755982475,115.60498820357263,14.346139397261565,11.264476926102367,7.995643604287271,5.1328529268205045,5.840641657373398,1,0,1,1,0,3
Maruti Swift Star VDI,2013,450000,120000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift Star,Swift Star VDI,1248.0,74.0,22.9,kmpl,190.0,2000.0,Second,12,59.294871794871796,152.24358974358975,13.017005083966255,11.695255355062795,7.130098510125578,4.31748811353631,5.25227342804663,0,0,0,0,0,0
Maruti Ertiga ZXI,2012,450000,120000,Petrol,Individual,Manual,Second Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0,Maruti,Ertiga ZXI,Ertiga ZXI,1373.0,93.7,16.02,kmpl,130.0,4000.0,Second,13,68.24471959213402,94.68317552804079,13.017005083966255,11.695255355062795,7.2254814727822945,4.550714000192032,4.875197323201151,0,0,0,0,0,1
Tata Indica DLS,2003,55000,70000,Diesel,Individual,Manual,First Owner,,,,,,Tata,Indica DLS,Indica DLS,,,,unknown,,,First,22,,,10.915106645867503,11.156264806643742,,,,0,0,0,0,0,1
Volkswagen Vento Diesel Highline,2013,450000,170000,Diesel,Individual,Manual,First Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,Volkswagen,Vento Diesel,Vento Diesel Highline,1598.0,103.6,20.54,kmpl,250.0,2000.0,First,12,64.83103879849811,156.44555694618273,13.017005083966255,12.04355959836804,7.377133712833954,4.650143551630823,5.5254529391317835,0,0,0,0,0,0
Toyota Innova 2.5 VX (Diesel) 8 Seater,2016,1200000,140000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0,Toyota,Innova 2.5,Innova 2.5 VX (Diesel) 8 Seater,2494.0,100.6,12.99,kmpl,200.0,2400.0,First,9,40.336808340016034,80.19246190858058,13.997832948091215,11.849404844423074,7.822044008185619,4.6210435351443815,5.303304908059076,0,0,1,0,0,4
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,610000,90000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0,Ford,EcoSport 1.5,EcoSport 1.5 TDCi Titanium Plus BSIV,1498.0,98.59,22.77,kmpl,205.0,2500.0,First,10,65.81441922563418,136.84913217623497,13.321215875492413,11.407576060361786,7.312553498102598,4.601061757943548,5.327876168789581,0,0,0,0,0,0
BMW X1 sDrive20i xLine,2016,2500000,30000,Petrol,Individual,Automatic,Second Owner,15.71 kmpl,1998 CC,189 bhp,280Nm@ 1350-4600rpm,5.0,BMW,X1 sDrive20i,X1 sDrive20i xLine,1998.0,189.0,15.71,kmpl,280.0,2975.0,Second,9,94.5945945945946,140.14014014014015,14.731801689838349,10.308985993422082,7.6004023345004,5.247024072160486,5.638354669333745,1,0,0,1,0,3
Maruti Celerio ZXI MT BSIV,2017,484999,10000,Petrol,Dealer,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Celerio ZXI,Celerio ZXI MT BSIV,998.0,67.04,23.1,kmpl,90.0,3500.0,First,8,67.17434869739479,90.18036072144288,13.091904169919621,9.210440366976517,6.906754778648554,4.220095767527661,4.51085950651685,0,0,0,0,0,2
Datsun GO A Petrol,2016,275000,49000,Petrol,Dealer,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,104Nm@ 4000rpm,5.0,Datsun,GO A,GO A Petrol,1198.0,67.05,19.02,kmpl,104.0,4000.0,First,9,55.968280467445744,86.81135225375627,12.524530013005734,10.799595985047786,7.089243155027514,4.220242729097475,4.653960350157523,0,0,0,0,0,2
Maruti Alto 800 VXI BSIV,2016,315000,32000,Petrol,Dealer,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto 800,Alto 800 VXI BSIV,796.0,47.3,24.7,kmpl,69.0,3500.0,First,9,59.42211055276381,86.68341708542714,12.660331092405906,10.373522431293592,6.680854678790215,3.877431560658527,4.248495242049359,0,0,0,0,0,2
Maruti Alto 800 LXI BSIV,2016,275000,38000,Petrol,Dealer,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto 800,Alto 800 LXI BSIV,796.0,47.3,24.7,kmpl,69.0,3500.0,First,9,59.42211055276381,86.68341708542714,12.524530013005734,10.545367754151743,6.680854678790215,3.877431560658527,4.248495242049359,0,0,0,0,0,2
Maruti Swift VDI BSIV W ABS,2015,475000,78000,Diesel,Dealer,Manual,First Owner,,,,,,Maruti,Swift VDI,Swift VDI BSIV W ABS,,,,unknown,,,First,10,,,13.07107218827772,11.264476926102367,,,,0,0,0,0,0,0
Hyundai i10 Era 1.1,2012,290000,28000,Petrol,Dealer,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,Hyundai,i10 Era,i10 Era 1.1,1086.0,68.05,19.81,kmpl,99.04,4500.0,First,13,62.66114180478821,91.19705340699815,12.577639650232573,10.239995502805316,6.99117688712121,4.234830879855301,4.605570106009418,0,0,0,0,0,2
Maruti Omni 8 Seater BSIV,2017,280000,32000,Petrol,Dealer,Manual,First Owner,14.0 kmpl,796 CC,35 bhp,6.1kgm@ 3000rpm,5.0,Maruti,Omni 8,Omni 8 Seater BSIV,796.0,37.0,14.0,kmpl,59.820564999999995,3000.0,First,8,46.482412060301506,75.15146356783919,12.54254845357358,10.373522431293592,6.680854678790215,3.6375861597263857,4.107927971913402,0,0,0,0,0,2
Maruti Wagon R LXI LPG BSIV,2010,225000,44000,LPG,Dealer,Manual,First Owner,26.2 km/kg,998 CC,58.2 bhp,77Nm@ 3500rpm,5.0,Maruti,Wagon R,Wagon R LXI LPG BSIV,998.0,58.2,26.2,km/kg,77.0,3500.0,First,15,58.31663326653307,77.15430861723446,12.323860125621126,10.691967639914864,6.906754778648554,4.0809215418899605,4.356708826689592,0,0,0,0,0,1
Volkswagen Polo 1.2 MPI Comfortline,2015,455000,42000,Petrol,Dealer,Manual,First Owner,16.47 kmpl,1198 CC,74 bhp,110Nm@ 3750rpm,5.0,Volkswagen,Polo 1.2,Polo 1.2 MPI Comfortline,1198.0,74.0,16.47,kmpl,110.0,3750.0,First,10,61.76961602671119,91.81969949916528,13.02805489573287,10.645448706505872,7.089243155027514,4.31748811353631,4.709530201312334,0,0,0,0,0,2
Hyundai i10 Magna 1.1L,2015,351000,45000,Petrol,Dealer,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,Hyundai,i10 Magna,i10 Magna 1.1L,1086.0,68.05,19.81,kmpl,99.04,4500.0,Second,10,62.66114180478821,91.19705340699815,12.768544351446794,10.714439990727769,6.99117688712121,4.234830879855301,4.605570106009418,0,0,0,0,0,2
Volkswagen Vento Petrol Highline,2012,535000,12000,Petrol,Dealer,Manual,Second Owner,15.04 kmpl,1598 CC,103.6 bhp,153Nm@ 3800rpm,5.0,Volkswagen,Vento Petrol,Vento Petrol Highline,1598.0,103.6,15.04,kmpl,153.0,3800.0,Second,13,64.83103879849811,95.74468085106382,13.190023895035274,9.392745258631441,7.377133712833954,4.650143551630823,5.0369526024136295,0,0,0,0,0,2
Maruti Zen Estilo LXI BSIII,2009,175000,55500,Petrol,Dealer,Manual,First Owner,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,Maruti,Zen Estilo,Zen Estilo LXI BSIII,998.0,67.1,18.2,kmpl,90.0,3500.0,First,16,67.23446893787575,90.18036072144288,12.07254696717504,10.92415631759022,6.906754778648554,4.220977213155467,4.51085950651685,0,0,0,0,0,1
Hyundai i20 Asta Optional with Sunroof 1.2,2013,525000,61500,Petrol,Dealer,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0,Hyundai,i20 Asta,i20 Asta Optional with Sunroof 1.2,1197.0,82.85,18.5,kmpl,113.7,4000.0,First,12,69.21470342522973,94.9874686716792,13.171155446333852,11.026808713825016,7.088408778675395,4.429029488269218,4.742320024135325,0,0,0,0,0,2
Maruti Swift Dzire LDI,2016,600000,150000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift Dzire,Swift Dzire LDI,1248.0,74.0,26.59,kmpl,190.0,2000.0,First,9,59.294871794871796,152.24358974358975,13.304686600863562,11.918397239722838,7.130098510125578,4.31748811353631,5.25227342804663,0,0,0,0,0,0
Hyundai Xcent 1.2 Kappa SX Option AT,2016,565000,72000,Petrol,Dealer,Automatic,First Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,Hyundai,Xcent 1.2,Xcent 1.2 Kappa SX Option AT,1197.0,82.0,19.1,kmpl,114.0,4000.0,First,9,68.50459482038428,95.23809523809523,13.244582780038517,11.184435286790631,7.088408778675395,4.418840607796598,4.74493212836325,0,0,0,0,0,2
Maruti Alto LX BSIII,2008,120000,68000,Petrol,Dealer,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,Maruti,Alto LX,Alto LX BSIII,796.0,46.3,19.7,kmpl,62.0,3000.0,Third+,17,58.16582914572864,77.8894472361809,11.695255355062795,11.127277689932466,6.680854678790215,3.856510295497887,4.143134726391533,0,0,0,0,0,1
Hyundai i20 1.4 Asta Option,2017,725000,110000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,Hyundai,i20 1.4,i20 1.4 Asta Option,1396.0,88.73,22.54,kmpl,219.7,2125.0,First,8,63.56017191977078,157.378223495702,13.493928313146206,11.608244735642321,7.242082359256962,4.496805161309966,5.396804313262691,0,0,0,0,0,0
Maruti Wagon R VXI,2009,185000,77000,Petrol,Dealer,Manual,Second Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon R,Wagon R VXI,998.0,67.05,21.79,kmpl,90.0,3500.0,Second,16,67.18436873747494,90.18036072144288,12.128116509451258,11.251573687764477,6.906754778648554,4.220242729097475,4.51085950651685,0,0,0,0,0,1
Tata Manza Aura (ABS) Quadrajet,2010,200000,100000,Diesel,Individual,Manual,Second Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5.0,Tata,Manza Aura,Manza Aura (ABS) Quadrajet,1248.0,90.0,18.8,kmpl,200.0,2375.0,Second,15,72.11538461538461,160.25641025641025,12.206077645517674,11.51293546492023,7.130098510125578,4.51085950651685,5.303304908059076,0,0,0,0,0,0
Maruti Swift VXI,2019,615000,10000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift VXI,Swift VXI,1197.0,81.8,21.21,kmpl,113.0,4200.0,First,6,68.33751044277359,94.40267335004177,13.329379172803593,9.210440366976517,7.088408778675395,4.416428061391214,4.736198448394496,0,0,0,0,0,2
Maruti Eeco 7 Seater Standard BSIV,2016,270000,100000,Petrol,Individual,Manual,Third Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,7.0,Maruti,Eeco 7,Eeco 7 Seater Standard BSIV,1196.0,73.0,15.37,kmpl,101.0,3000.0,Third+,9,61.03678929765886,84.44816053511705,12.506180941677357,11.51293546492023,7.087573705557973,4.30406509320417,4.624972813284271,0,0,0,0,0,1
Maruti Baleno Zeta 1.2,2018,610000,35000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,Maruti,Baleno Zeta,Baleno Zeta 1.2,1197.0,83.1,21.4,kmpl,115.0,4000.0,First,7,69.4235588972431,96.0735171261487,13.321215875492413,10.463131911491967,7.088408778675395,4.432006566978902,4.7535901911063645,0,0,0,0,0,2
Mahindra Scorpio VLX AT AIRBAG BSIV,2014,625000,70000,Diesel,Individual,Automatic,Second Owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0,Mahindra,Scorpio VLX,Scorpio VLX AT AIRBAG BSIV,2179.0,120.0,11.79,kmpl,290.0,2300.0,Second,11,55.07113354749886,133.0885727397889,13.345508528717259,11.156264806643742,7.687080155783135,4.795790545596741,5.673323267171493,0,0,1,0,0,3
Ford Freestyle Titanium Petrol BSIV,2020,400000,5000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,1194 CC,94.68 bhp,120Nm@ 4250rpm,5.0,Ford,Freestyle Titanium,Freestyle Titanium Petrol BSIV,1194.0,94.68,19.0,kmpl,120.0,4250.0,Second,5,79.29648241206031,100.50251256281408,12.899222326086994,8.517393171418904,7.085901464365611,4.561009290202322,4.795790545596741,0,0,0,0,0,2
Hyundai Verna VTVT 1.6 SX,2017,866000,37800,Petrol,Individual,Manual,First Owner,17.0 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5.0,Hyundai,Verna VTVT,Verna VTVT 1.6 SX,1591.0,121.3,17.0,kmpl,151.0,4850.0,First,8,76.24135763670647,94.90886235072281,13.671641342278317,10.540090836284206,7.3727463664043285,4.8064770426931265,5.0238805208462765,0,0,0,0,0,2
Volkswagen Passat 1.8 TSI MT,2010,700000,114000,Petrol,Individual,Manual,First Owner,14.3 kmpl,1798 CC,160 bhp,250Nm@ 1500~4500rpm,5.0,Volkswagen,Passat 1.8,Passat 1.8 TSI MT,1798.0,160.0,14.3,kmpl,250.0,4500.0,First,15,88.98776418242491,139.04338153503892,13.45883704259595,11.643962499267984,7.4949862339505335,5.081404364984463,5.5254529391317835,0,0,0,1,0,3
Tata Indica Vista Aura 1.2 Safire (ABS) BS IV,2010,300000,48000,Petrol,Individual,Manual,First Owner,15.8 kmpl,1172 CC,65 bhp,96 Nm at 3000 rpm,5.0,Tata,Indica Vista,Indica Vista Aura 1.2 Safire (ABS) BS IV,1172.0,65.0,15.8,kmpl,96.0,3000.0,First,15,55.460750853242324,81.91126279863482,12.611541086966115,10.778977123006351,7.067319848653476,4.189654742026425,4.574710978503383,0,0,0,0,0,1
Mahindra XUV500 W11 Option AWD,2019,1700000,32000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,155 bhp,360Nm@ 1750-2800rpm,7.0,Mahindra,XUV500 W11,XUV500 W11 Option AWD,2179.0,155.0,15.1,kmpl,360.0,2275.0,First,6,71.13354749885269,165.21340064249657,14.346139397261565,10.373522431293592,7.687080155783135,5.049856007249537,5.8888779583328805,1,0,1,1,1,3
Tata Indigo CS LS (TDI) BS-III,2016,375000,100000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0,Tata,Indigo CS,Indigo CS LS (TDI) BS-III,1405.0,69.01,19.09,kmpl,135.0,2500.0,First,9,49.11743772241993,96.08540925266904,12.834683971615659,11.51293546492023,7.2485040723706105,4.248638088989106,4.912654885736052,0,0,0,0,0,1
Hyundai Verna 1.6 SX,2013,522000,150000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,Hyundai,Verna 1.6,Verna 1.6 SX,1582.0,126.32,22.32,kmpl,259.8,2325.0,Second,12,79.84829329962072,164.22250316055624,13.165424782571753,11.918397239722838,7.367077059881012,4.846703602413892,5.563753830052498,0,0,0,0,0,0
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,451999,69000,Diesel,Individual,Manual,First Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm,5.0,Hyundai,i20 Magna,i20 Magna 1.4 CRDi (Diesel),1396.0,88.76,21.9,kmpl,219.6,2125.0,First,12,63.581661891117484,157.30659025787966,13.021437458814368,11.141876276228,7.242082359256962,4.497139441774387,5.396351106819402,0,0,0,0,0,0
Toyota Corolla Altis G,2009,300000,100000,Petrol,Individual,Manual,Second Owner,14.53 kmpl,1798 CC,138.1 bhp,173Nm@ 4000rpm,5.0,Toyota,Corolla Altis,Corolla Altis G,1798.0,138.1,14.53,kmpl,173.0,4000.0,Second,16,76.8075639599555,96.21802002224693,12.611541086966115,11.51293546492023,7.4949862339505335,4.935193098929397,5.159055299214529,0,0,0,0,0,3
Maruti Celerio VXI,2020,475000,13000,Petrol,Individual,Manual,First Owner,21.63 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Celerio VXI,Celerio VXI,998.0,67.04,21.63,kmpl,90.0,3500.0,First,5,67.17434869739479,90.18036072144288,13.07107218827772,9.472781556562168,6.906754778648554,4.220095767527661,4.51085950651685,0,0,0,0,0,2
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,780000,60000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Vitara Brezza,Vitara Brezza ZDi Plus Dual Tone,1248.0,88.5,24.3,kmpl,200.0,1750.0,First,9,70.91346153846153,160.25641025641025,13.567050480716235,11.002116507732017,7.130098510125578,4.4942386252808095,5.303304908059076,0,0,0,0,0,0
Maruti Swift Dzire VXI,2017,595000,40000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0,Maruti,Swift Dzire,Swift Dzire VXI,1197.0,83.14,20.85,kmpl,115.0,4000.0,First,8,69.45697577276525,96.0735171261487,13.296318365198623,10.596659732783579,7.088408778675395,4.432482078162375,4.7535901911063645,0,0,0,0,0,2
Maruti Wagon R VXI BS IV,2017,440000,35000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon R,Wagon R VXI BS IV,998.0,67.04,20.51,kmpl,90.0,3500.0,First,8,67.17434869739479,90.18036072144288,12.994532278619134,10.463131911491967,6.906754778648554,4.220095767527661,4.51085950651685,0,0,0,0,0,2
Maruti Swift VDI BSIV,2010,300000,120000,Diesel,Individual,Manual,Second Owner,,,,,,Maruti,Swift VDI,Swift VDI BSIV,,,,unknown,,,Second,15,,,12.611541086966115,11.695255355062795,,,,0,0,0,0,0,1
Nissan Terrano XL 85 PS,2014,400000,70000,Diesel,Individual,Manual,Third Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0,Nissan,Terrano XL,Terrano XL 85 PS,1461.0,83.8,20.45,kmpl,200.0,1900.0,Third+,11,57.35797399041752,136.89253935660506,12.899222326086994,11.156264806643742,7.2875606403097235,4.440295542797857,5.303304908059076,0,0,0,0,0,0
Hyundai Creta 1.6 CRDi SX,2016,1140000,50000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,Hyundai,Creta 1.6,Creta 1.6 CRDi SX,1582.0,126.2,19.67,kmpl,259.9,2325.0,First,9,79.7724399494311,164.28571428571428,13.946539697563276,10.819798284210286,7.367077059881012,4.845760650906022,5.564137192142683,0,0,0,0,0,0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,850000,76139,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0,Ford,EcoSport 1.5,EcoSport 1.5 Diesel Titanium Plus BSIV,1498.0,98.96,23.0,kmpl,205.0,2500.0,First,8,66.06141522029372,136.84913217623497,13.652992804936396,11.240329029936488,7.312553498102598,4.604770105966751,5.327876168789581,0,0,0,0,0,0
Maruti Swift Dzire VDi,2012,370000,175000,Diesel,Individual,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift Dzire,Swift Dzire VDi,1248.0,73.9,19.3,kmpl,190.0,2000.0,Third+,13,59.21474358974359,152.24358974358975,12.821260987319457,12.07254696717504,7.130098510125578,4.316153890523174,5.25227342804663,0,0,0,0,0,0
Renault KWID 1.0,2018,350000,25000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,Renault,KWID 1.0,KWID 1.0,999.0,67.0,23.01,kmpl,91.0,4250.0,First,7,67.06706706706707,91.09109109109109,12.765691290604371,10.12667110305036,6.907755278982137,4.219507705176107,4.5217885770490405,0,0,0,0,0,2
Maruti Celerio VXI,2015,360000,40000,Petrol,Individual,Manual,Second Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Celerio VXI,Celerio VXI,998.0,67.04,23.1,kmpl,90.0,3500.0,Second,10,67.17434869739479,90.18036072144288,12.793862088206213,10.596659732783579,6.906754778648554,4.220095767527661,4.51085950651685,0,0,0,0,0,2
Maruti Alto LXi,2008,105000,65000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,Maruti,Alto LXi,Alto LXi,796.0,46.3,19.7,kmpl,62.0,3000.0,Third+,17,58.16582914572864,77.8894472361809,11.561725152903833,11.082157933374816,6.680854678790215,3.856510295497887,4.143134726391533,0,0,0,0,0,1
Maruti Ertiga VDI,2013,625000,90000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,Maruti,Ertiga VDI,Ertiga VDI,1248.0,88.76,20.77,kmpl,200.0,1750.0,Second,12,71.12179487179488,160.25641025641025,13.345508528717259,11.407576060361786,7.130098510125578,4.497139441774387,5.303304908059076,0,0,0,0,0,0
Hyundai Santro Xing GLS,2009,135000,80000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0,Hyundai,Santro Xing,Santro Xing GLS,1086.0,62.1,17.92,kmpl,96.1,3000.0,Second,16,57.18232044198895,88.48987108655616,11.813037464800539,11.289794413577894,6.99117688712121,4.144720769547168,4.575741375297279,0,0,0,0,0,1
